model_id,compression,level,forget_truth_ratio,forget_quality,forget_Q_A_Prob,forget_Q_A_ROUGE,model_utility,privleak,extraction_strength
open-unlearning/unlearn_tofu_Llama-3.2-1B-Instruct_forget10_GradDiff_lr1e-05_alpha1_epoch10,asvd,0.7,0.6356455484036871,0.7582774273046589,0.009231024980545044,0.008502468478231785,0.0,-6.438749998712254,0.03653022232663332
