model_id,compression,level,forget_truth_ratio,forget_quality,forget_Q_A_Prob,forget_Q_A_ROUGE,model_utility,privleak,extraction_strength
open-unlearning/tofu_Llama-3.2-1B-Instruct_retain90,svd_chol,0.9,0.6304531047415971,0.9674055629008819,0.09941733360290528,0.36051715604085055,0.5079972890497847,26.58499999468299,0.060803188108255385
